sentence,voice_phishing
서울중앙지방검찰청에서 전화드린거예요 네 전화 현재 저희 검찰에서 김용식 주범으로 인한 금융범죄 사기단에 검토한 상태예요 자 이 검과 현장에서 대량의 신용카드거같아 무통장은 앞서하던 과정에 명의로 돼 이게 농협 하나은행 통장 논점이 벌금 내 추석때 연락드린거고요 아버님 혹시 통장 개별권에 대해서 알고 계신 사실이 있으세요 그러시면 본인이 계산하지 않았다라고 말씀하시는 거죠 저희 검찰에서 연락드린 목적은 본인께서 김흥식 과 그 일당들에게 금전적인 대가성은 받고 동전 판매를 하시는 건지 그게 아니시면 개인정보 유출로 명의도 나가신 피해자이신지 그 여부를 파악하고자 연락을 드린 거예요 네 자 우선 먼저 본인 통장이 불법적으로 사용이 되었기 때문에 성인 돼서 말씀을 좀 드릴게요 중고나라 사이트 알고 계시죠 주세요 중고나라에 중고나라 야 그 중고나라 사이트에서 기명식이 땅이 고가의 물건을 판매한다는 명목하에 명의로 된 통장을 사용할 입금을 유도했고요 조금만 인출하는 지금 도주 잠적한 상태예요 따라서 이제 물건을 받잖아요 피해자분들이 발생이 되겠죠 그 피해자분들이 현재 혹시 앞으로 고소 고발 조치가 취해진 상태구요 발생된 피해 금액은 약 2300만원정도고요 예 야 본인께서 금일 안으로 피의자 입증만 받게 되시면 본인 앞으로 취해진 고소 고발이나 삐 금액은 지하철이 될 수 있으니깐요 어 너무 걱정하지 마시고 적극적으로 냄겨 주세요 몇 가지 질문 좀 할게요 최근 3년에서 4년사이 개인정보가 유출 될만한 물건이나 서류를문씨 그거는 도난 당하신 사례가 있으세요 없으시고 일단 질문을 바꿀게요 지금 신분증 지갑 여권 핸드폰 신용카드 전혀 없으세요 그러시면 혹시 인터넷 금융권 통신사를 포함해서 개인정보 유출에 관한 전화 이메일 받아보신적 없으세요 그니까 모닝 그 인터넷 온라인 쇼핑몰 같은 거 이용 하시죠 혹시 옥션이나 인터파크 이런데 이용 하세요 이용안하고 계시고 본인이 지금 너무 안일하게 생각하시는 것 같은데 대리님 확인을 안해보시고 없다 라고 말씀을 하시면 저희가 추가적인 조사 진행을 해 봐야 돼요 본인 혹시 그럼 통신사 어디 쓰세요,True
나 지금 본인명 본인과 연류된 명의도용사건 있어요 그래서 저희가 몇 가지 확인 차 연락을 드린 거예요 통화가능하세요 혹시 김용식이라고 혹시 본인 아는사람이세요 다시한번물어볼게요 전라도 광주 출신 사실이제 암석이에요 김용식이라고 처음 들어보세요 제가 현재 저희 검찰에서 김용식 주범으로 인한 금융범죄 사전에 검토한 상태예요 이 권고안장에서 대략 신용카드와 대포통장 압수 했는데 본인 명의로 된 통장 2개가 발견되었어요 농협 하나은행 2개가 발견되었 저희가 또 연락을 드린거구요 자 본인 혹시 이 통장 개설권에대해서 알고계신 사진 있으세요 전혀 없으신 거예요 그러시면 본인의 개선하지않았다 라고 말씀하시는 거죠 나중에 검찰에서 연락드린 목적은 본인께서 김흥식과 그 일당들에게 금전적인 대가성은 받고 통장을 판매 양도하신 건지 그게 아니시면 개인정보 유출로도 명의도용을 다 디젤시키기도 여부를 파악하고서 연락을 드린거에요 제가 먼저 일단은 본인 통장에 불법적으로 사용이 되었어요 그렇기 때문에 일단 사건경위 대해서 말씀을 좀 드릴게요 중고나라 사이트 알고 계시죠 중고나라 모르세요 중고나라 그래갖고 중고나라 사이트에서 김용식 일당이 이제 고가의 물건을 판매한다는 명목하에 본인 명의로 된 통장은 사용할 입금을 유도했어요 그리고 자금만 인출한 후에 지금 도주 잠적한 상태고요 이해하셨어요 야 그러면 물건을 맡겼는 피해자가 발생이 되었겠죠 제가 그 피해자분 드렸는지 본인 앞으로 고소 고발 조치가지신 상태구요 발생된 페이지만 그냥 2300만원정도에요 어느정도인지 되세요 지금 본인 앞으로 고소 고발 조치가 취해질 상태구요 발생된 피해 금액이 약 2300만원정도라구요 유지가 되세요 일단 본인께서 금일 안으로 피의자 입증만 받게 되시면 본인 앞으로 친해진 고소 고발건이라든가 비행기면은 저 지하철이 될 수 있으니깐요 적극적으로 협조 좀 해주지 아시겠죠,True
제가 제 삼 자 육성 또는 기타 소음이 유입될 경우에는 본인 증거자료잖아요 그죠 본인 증거자료의 조작 가능성이 있다라고 해서 채택되기 힘주일수가 있어요 본인이 주의하셔야되는거에요 아시겠죠 그리고 본사꺼는 명의도용 사건이고 본인은 아직 피해자도 가해자도아닌 조사하신 분이시기때문에 제 삼 자에게 유포방 건이 없는 상태에요 만약에 제삼자에게 유포 바란시 저희는 최초유포자로 판단 하에 법적 책임이 따른다는점 필히 유의하셔야 되는 거예요 자 그러면 지금 자택이세요 직장이세요 전화 받는 위치가 어떻게 되세요 자 그러면 일단은 제 삼자가 없는 조영구서 이동을 좀 하셔야겠죠 자 그러면은 지금 본인이 혹시 최근 3년에서 받는 사이에 개인정보가 유출 될만한 물건이나 서류를 분실 또는 도난 당하신 사례가 있으신가요 그러면은 인터넷 금융권 통신사 이런데서 개인정보 유출할만한 전화 문자 이메일 또는 해킹 내역 같은 거 있으셨어요 자 그러면 지금 본인 농협 하나은행을 제외하고 본인 명의로 사용중이신 금융권 상호명만 간단하게 진술 받겠습니다 진술 해주세요 제가 그럼 이제 본인이 진술 해주신 금융권 어떤 용도로 사용 중이신지 하나씩 진술 받겠습니다 자 예를 들어볼게요 예를 들어서 농협에 뭐가 3개 있는데 입출금 계좌한게 예금계좌한게 적금 계좌한게 있습니다 라고 진술 해주시면 되세요 제가 문의 진술 해주신 모든 계좌권에 대해서는 국가에서 보호조치가 진행이 될거에요 분출해 주신게 조건이외 타계좌권이 확인이 될 시에는 즉시 동결처리 매입 국고를 이제 환수 조치가 진행이 될겁니다 아차 이제 마지막으로 본인이 유동 가는건 작은거에 대해서 진술 받겠습니다 나 이제 농협에 지금 입출금 계좌 2개 있다고 하셨어요 자 그리고 청약 계좌가 하나 있다고 말씀하셨죠 어 자 이제 얼마에서 얼마정도 있습니다 라고 진술 해주시면 되세요,True
첫번째는 우리 고객님 이제 저희가 어떻게 보면 당일 만기상환 제도로 모아저축은행에서 그 기존 고객님을 뺏어오는 거잖아요 그렇기때문에 이거 직접 상환요청 하시면 되시는데 왜 NH농협 통해서 이렇게 상환 요청이 들어왔냐고 물어 보실수도 있을 수 있으세요 그러시면은 사실 대로 NH 농협에 사촌 형님이 근무하고 계시는데 내가 신용 관리 차원에서 이렇게 처리할려고 하는거 같다라고 이렇게 말씀 좀 잘해주셔야 되시구요 일단은 우리 고객님께서 요청 하셔야 되실 게 DTI 를 저희가 11시 간 반 정도 소요가 되잖아요 저희가 전산이관을 받아야 합니다 그냥 눈에 첫번째 전산이 관제 요청하셔야 되시구요 그리고 두번째는 기업부 납부 증명서를 요청하셔야 되시구요 금융사관에 처리 여부를 금감원 그리고 저희 NH 농협 그리고 상대 금융사 모아 저축은행 이렇게 삼 사 가 확인되는 방식으로 감독하는 계좌에시구요 에스크루 계좌는 일반적인 상황 방법이 아닌데 이거 어떻게 하는거냐 라고 물어보시게 되시면 농협에 사촌 형이 근무한다고 말씀을 하지 않았냐 원래는 이게 처리가 안되시는 부분이신데 이렇게 저희가 인제 우회적으로 좀 도움을 드리는 거기때문에 고객님 다 하시면 안되시고 그쪽에서 말을 할수라도 이렇게 내가 하는건데 쎄게 나가셔야 되십니다,True
우선 고객님 지금부터 상황 보고서 작성에 녹취가 들어가실겁니다 심사부 결제팀으로부터 상황보고서 공문이 내려오셨고요 이부분은 고객님 동의 하에 진행이 가능하십니다,True
예 상황 보고서 작성에 동의하십니까 고객님,True
네 동의하시고요 그러시면 상환 보고서 공무원 심사부 결제 딤섬 여 팀장님께 바로 올려드리도록 하겠습니다,True
네 혹시 더 궁금하신 사항 없으시구요,True
지금 아마 12시 반 정도 되셨으니깐 어 좀 진행을 좀 서두르시면 오늘 4시까지는 자금 받아보실수 있으실 겁니다 고객님,True
감사합니다,True
네 고객님 승인나시면은 저한테 좀 전화좀 한통 좀 주시구요 감사합니다 저희 쪽도 고객님 녹취가 들어가는 부분이고 그 부분은 이제 고객님께서 동의 하에 녹취가 들어가는 부분이시기 때문에 걱정을 안 하셔도 되시구요 지금 고객님 같은 경우는 지금 좀 오래되셨어요 지금 너무 저희 쪽에 신청하신 지가 당연히 아시잖아요 전에 한번 통화하시다가 고객님 서울쪽에 올라오신다고 하셔가지고 또 연락이 또 안되셨다가 또 뒤늦게 연락이 되신 거잖아요 그렇죠 지금 심사부 쪽에님 과장님 그 팀장님 좀 뵙고 왔는데,True
너무 오류,True
저 보류를 너무 오랫동안 제가 잡아드릴 수가 없습니다 이거 지금 이거 고객님께서 지금 진행 안 하실 것 같으면 말씀을 해 주셔야 되십니다 지금 그래가지고 이제 친척 동생이라고 말씀해 주시구요 만약에 물어보지 않으시면은 굳이 먼저 말씀을 안 하셔도 되시구요 그러시고 지금 올려드리면은 한 오전 10시 반 이후에 아마 전화가 들어가실겁니다 10시 반 이후요 네 지금 이제 서류 제가 올려드리면은 바로 심사과에서 전화가 들어가는 건 아니고 이제 순차적으로 아마 심사가 진행중이니까 10시 반정도만 받아보실수 있으시구요 아니면 좀 더 빨리 전화가 들어 가실 수도 있으시구요 좀 심각하게 전화 받으시구요 그러시면 다른 사람도 부탁드리겠습니다,True
어 우리 고객님 100만원이상이라던지 에스코로 계좌같은 경우에는 납부 방법이 일반인들이 사용하는 계좌가아니기때문에 혹시라도 인제 은행에서 모니터링이 가실수도 있으세요 들으시면 예 담당자 성함이 어떻게 되시나요 저희가 확인 좀 부탁드릴게요 사장님 예 알겠습니다 혹시라도 이제 모니터링이 가시게 되시면 어 bti 수정하는데 저희가 시간이 지체가 되실수도 있어요 세 네시간 더 걸릴수도있어요 1시간 반 정도 소요되시는 게 아이 그렇기 때문에 혹시라도 모니터링이 가시면은 에스크로 계좌 이거 어떻게 알고 상환처리 했냐라고 물어 보실수도 있으세요 예 그러시면은 그냥 다른 말씀하지 마시고 고객님께서 당황 안 하시고 어 혹시 한테 내가 지인인데 전세자금 이런거 빌려주는거다 라고 이렇게 좀 말씀 좀 잘 하시면은 모니터링을 좀 피하실 수가 있으시거든요 대환 조건이니까 그건 알고 계시죠 대환 조건 높은 금리를 일부 일으키셔가지고 사용하는 것 처럼 해서 저희가 당일 만기상환 지도 당일날 빌려서 24시간 이내로 상환 처리가 들어갈 거예요 그래서 이제 조금 맞추신 다음에 저희 쪽 자금을 풀어드리겠다라는겁니다 사장님 제가 하라는 거죠 모아저축은행이 쪽에서는 그냥 자금을 한번 받으세요 그냥 얼마를 하든 상관없어요 많이 받아보시면 고객님 유리 하시거든요 어차피 당일날 바로 줄 거니까 고객님 지금 담당자가 일인가요,True
이게 저희 정부지원자금이라고 들어보셨잖아요 우리 고객님은 다 조건은 충족이 되시는데 금융거래 미비로 지금 확인이 되세요,True
그게 과장님,True
지금 기존에 부츠가 전혀 없으시잖아요 그래서 저희 같은 경우에는 정부 지원 자금으로 고금리 상품 이용 중이시거나 서민금융나들목으로 이렇게 신청을 해 드리는데 우리 고객님께서는 지금 조건이 조건을 좀 맞춰주셔야지 저희가 이제 자금을 풀어 드릴 수가 있습니다 제가 결제 팀장이기 때문에 고금리 상품도 이용해주셔야 되시고하시는데 전혀 이게 없으시다보니까 금융거래 미비로 확인이 되세요,True
그 조그만 애가 수협은행 어떡해 해야 될까요 일단은,True
당일 만기상환 제도라고 있습니다 금융권에서 대출을 한번 받으셔가지고 만기 상환하시면 신용등급이 올라가시잖아요 부채가 너무 없으시면은 신용 등급이 올라가지 않습니다 대출을 받으셔가지고 만기상환 해서 부채를 잘 갚아 나가시면 신용 등급이 상승이 되십니다,True
담당자님 맞으시고요 쓰리가 사촌 형님이라고 하셨었나요 예 인제 저희가 처리를 좀 도와드릴거구요 당일 만기상환 제도로 해서 우리 고객님 오늘 전제조건하에 저희쪽 자금 받아보신걸로 진행 도움 드리기로 했었잖아요 일단 뭐야 저 자금이 나오신 거예요 1000만원에,True
